Name_lang,Description_lang,Map[0],Map[1],ID,JournalInstanceID,DungeonEncounterID,OrderIndex,FirstSectionID,UiMapID,MapDisplayConditionID,Flags,DifficultyMask
Harbaron,"Dieser mysteriöse Fährmann der Seelen steht am Steuerruder der Naglfar, sammelt die Verdammten ein und bringt sie in Helyas Reich. Seine genaue Beziehung zur gefallenen Königin der Val'kyr ist unbekannt, aber wenn eine Brise Harbarons Umhang erfasst, lässt sich darunter ein Horizont voller glitzernder Sterne erblicken. Sehr seltsam.",0.724975,0.561642,1512,727,1823,2,12207,708,0,0,-1
Das Amalgam der Seelen,"Gewaltige Seelenenergie wurde freigesetzt, als Gul'dan das Ritual durchführte, um in der Rabenwehr Illidans Seele von seinem Körper loszulösen. Diese Energie brachte die Seelen des Rabenkroneklans wieder in ihre angestammte Heimat zurück, und die verbliebene Seelenenergie hat sie zu einer riesigen Missgestalt verschmelzen lassen.",0.391566,0.614457,1518,740,1832,0,12238,751,0,0,-1
Lucifron,,0.658633,0.374995,1519,741,663,1,0,232,0,0,-1
Magmadar,,0.694339,0.236793,1520,741,664,2,0,232,0,0,-1
Gehennas,,0.330876,0.485334,1521,741,665,3,0,232,0,0,-1
Garr,,0.315094,0.689623,1522,741,666,4,0,232,0,0,-1
Shazzrah,,0.558406,0.852617,1523,741,667,5,0,232,0,0,-1
Baron Geddon,,0.523926,0.77632,1524,741,668,6,0,232,0,0,-1
Sulfuronherold,,0.828302,0.825472,1525,741,669,7,0,232,0,0,-1
Golemagg der Verbrenner,,0.68868,0.576416,1526,741,670,8,0,232,0,0,-1
Majordomus Exekutus,,0.84151,0.652831,1527,741,671,9,0,232,0,0,-1
Ragnaros,,0.562265,0.533963,1528,741,672,10,0,232,0,0,-1
Feuerkralle der Ungezähmte,,0.419285,0.602438,1529,742,610,1,0,287,0,0,-1
Vaelastrasz der Verdorbene,,0.332819,0.275371,1530,742,611,2,0,287,0,0,-1
Brutwächter Dreschbringer,,0.505751,0.617476,1531,742,612,3,0,289,0,0,-1
Feuerschwinge,,0.464398,0.429507,1532,742,613,4,0,289,0,0,-1
Schattenschwinge,,0.34911,0.209583,1533,742,614,5,0,289,0,0,-1
Flammenmaul,,0.355376,0.371237,1534,742,615,6,0,290,0,0,-1
Chromaggus,,0.394223,0.7265,1535,742,616,7,0,290,0,0,-1
Nefarian,,0.703746,0.72462,1536,742,617,8,0,290,0,0,-1
Kurinnaxx,,0.563507,0.357434,1537,743,718,1,0,247,0,0,-1
General Rajaxx,,0.58402,0.49128,1538,743,719,2,0,247,0,0,-1
Moam,,0.328635,0.360511,1539,743,720,3,0,247,0,0,-1
Buru der Verschlinger,,0.697866,0.620511,1540,743,721,4,0,247,0,0,-1
Ayamiss die Jägerin,,0.616841,0.905126,1541,743,722,5,0,247,0,0,-1
Ossirian der Narbenlose,,0.429149,0.695895,1542,743,723,6,0,247,0,0,-1
Der Prophet Skeram,,0.457866,0.522049,1543,744,709,0,0,320,0,0,-1
Schlachtwache Sartura,,0.445559,0.335896,1544,744,711,2,0,319,0,0,-1
Fankriss der Unnachgiebige,,0.622995,0.218973,1545,744,712,3,0,319,0,0,-1
Prinzessin Huhuran,,0.435303,0.503588,1546,744,714,5,0,319,0,0,-1
Adel der Silithiden,,0.284533,0.497434,1547,744,710,1,0,319,0,0,-1
Viscidus,,0.721456,0.178973,1548,744,713,4,0,319,0,0,-1
Die Zwillingsimperatoren,,0.606584,0.697434,1549,744,715,6,0,319,0,0,-1
Ouro,,0.301969,0.818972,1550,744,716,7,0,319,0,0,-1
C'Thun,,0.570687,0.625126,1551,744,717,8,0,321,0,0,-1
Bedienstetenunterkünfte,,0.596409,0.287693,1552,745,0,0,0,350,0,0,-1
Attumen der Jäger,,0.452819,0.826154,1553,745,652,1,0,350,0,0,-1
Moroes,,0.27128,0.635385,1554,745,653,2,0,352,0,0,-1
Tugendhafte Maid,,0.834384,0.500042,1555,745,654,3,0,353,0,0,-1
Opernsaal,,0.181023,0.35077,1556,745,655,4,0,353,0,0,-1
Der Kurator,,0.494869,0.366155,1557,745,656,6,0,358,0,0,-1
Arans Schemen,,0.716407,0.260001,1559,745,658,7,0,359,0,0,-1
Terestian Siechhuf,,0.525638,0.696924,1560,745,657,8,0,360,0,0,-1
Nethergroll,,0.359484,0.418462,1561,745,659,9,0,362,0,0,-1
Das Schachspiel,,0.359484,0.616923,1562,745,660,10,0,363,0,4,-1
Prinz Malchezaar,,0.514356,0.309231,1563,745,661,11,0,366,0,0,-1
Hochkönig Maulgar,,0.550255,0.570769,1564,746,649,0,0,330,0,0,-1
Gruul der Drachenschlächter,,0.199486,0.283077,1565,746,650,1,0,330,0,0,-1
Magtheridon,,0.691795,0.743077,1566,747,651,0,0,331,0,0,-1
Hydross der Unstete,,0.36359,0.847692,1567,748,623,0,0,332,0,0,-1
Das Grauen aus der Tiefe,,0.402564,0.581538,1568,748,624,1,0,332,0,0,-1
Leotheras der Blinde,,0.417949,0.255385,1569,748,625,2,0,332,0,0,-1
Tiefenlord Karathress,,0.504103,0.176924,1570,748,626,3,0,332,0,0,-1
Morogrim Gezeitenwandler,,0.59641,0.260001,1571,748,627,4,0,332,0,0,-1
Lady Vashj,,0.722563,0.589231,1572,748,628,5,0,332,0,0,-1
Al'ar,,0.501026,0.587692,1573,749,730,0,0,334,0,0,-1
Leerhäscher,,0.264075,0.490686,1574,749,731,1,0,334,0,0,-1
Hochastromantin Solarian,,0.74,0.48923,1575,749,732,2,0,334,0,0,-1
Kael'thas Sonnenwanderer,,0.500999,0.138461,1576,749,733,3,0,334,0,0,-1
Furor Winterfrost,,0.127692,0.633846,1577,750,618,0,0,329,0,0,-1
Anetheron,,0.0856407,0.681538,1578,750,619,1,0,329,0,0,-1
Kaz'rogal,,0.424103,0.358461,1579,750,620,2,0,329,0,0,-1
Azgalor,,0.357436,0.378461,1580,750,621,3,0,329,0,0,-1
Archimonde,,0.77282,0.283076,1581,750,622,4,0,329,0,0,-1
Oberster Kriegsfürst Naj'entus,,0.439487,0.187651,1582,751,601,0,15578,340,0,0,-1
Supremus,,0.663076,0.473846,1583,751,602,1,15588,339,0,0,-1
Akamas Schemen,,0.409743,0.88923,1584,751,603,2,15599,341,0,0,-1
Teron Blutschatten,,0.394358,0.118461,1585,751,604,3,15628,343,0,0,-1
Gurtogg Siedeblut,,0.539999,0.476922,1586,751,605,4,15645,342,0,0,-1
Reliquiar der Seelen,,0.613844,0.850768,1587,751,606,5,15661,342,0,0,-1
Mutter Shahraz,,0.675383,0.367691,1588,751,607,6,15687,344,0,0,-1
Der Rat der Illidari,,0.473332,0.43846,1589,751,608,7,15700,345,0,0,-1
Illidan Sturmgrimm,,0.527691,0.704613,1590,751,609,8,15731,346,0,0,-1
Kalecgos,,0.306154,0.510769,1591,752,724,0,0,335,0,0,-1
Brutallus,,0.658973,0.864615,1592,752,725,1,0,335,0,0,-1
Teufelsruch,,0.727691,0.826153,1593,752,726,2,0,335,0,0,-1
Die Eredarzwillinge,,0.641566,0.321,1594,752,727,3,0,335,0,0,-1
M'uru,,0.46718,0.238462,1595,752,728,4,0,336,0,0,-1
Kil'jaeden,,0.46,0.616923,1596,752,729,5,0,336,0,0,-1
Archavon der Steinwächter,,0.49335,0.168738,1597,753,1126,0,0,156,0,0,-1
Emalon der Sturmwächter,,0.627193,0.553059,1598,753,1127,1,0,156,0,0,-1
Koralon der Flammenwächter,,0.363289,0.551625,1599,753,1128,2,0,156,0,0,-1
Toravon der Eiswächter,,0.627151,0.363767,1600,753,1129,3,0,156,0,0,-1
Anub'Rekhan,,0.306925,0.469885,1601,754,1107,0,0,163,0,0,-1
Großwitwe Faerlina,,0.441725,0.360899,1602,754,1110,1,0,163,0,0,-1
Maexxna,,0.686466,0.152964,1603,754,1116,2,0,163,0,0,-1
Noth der Seuchenfürst,,0.346122,0.564531,1604,754,1117,3,0,165,0,0,-1
Heigan der Unreine,,0.498172,0.456978,1605,754,1112,4,0,165,0,0,-1
Loatheb,,0.760165,0.283523,1606,754,1115,5,0,165,0,0,-1
Instrukteur Razuvious,,0.427469,0.459909,1607,754,1113,6,0,164,0,0,-1
Gothik der Ernter,,0.675078,0.596142,1608,754,1109,7,0,164,0,0,-1
Die Vier Reiter,,0.301273,0.768225,1609,754,1121,8,0,164,0,0,-1
Flickwerk,Flickwerk spielen möchte!,0.541192,0.416887,1610,754,1118,9,0,162,0,0,-1
Grobbulus,,0.615762,0.531547,1611,754,1111,10,0,162,0,0,-1
Gluth,,0.462924,0.438272,1612,754,1108,11,0,162,0,0,-1
Thaddius,,0.265857,0.145792,1613,754,1120,12,0,162,0,0,-1
Saphiron,,0.565133,0.675014,1614,754,1119,13,0,167,0,0,-1
Kel'Thuzad,,0.365324,0.223293,1615,754,1114,14,0,167,0,0,-1
Sartharion,,0.505736,0.477055,1616,755,1090,0,0,155,0,0,-1
Malygos,,0.384321,0.498566,1617,756,1094,0,0,141,0,0,-1
Die Bestien von Nordend,,0.511514,0.527373,1618,757,1088,0,0,172,0,0,-1
Lord Jaraxxus,,0.463713,0.40548,1619,757,1087,1,0,172,0,0,-1
Champions der Allianz,,0.42834,0.527373,1620,757,1086,2,0,172,0,8,-1
Champions der Horde,,0.42834,0.527373,1621,757,1086,2,0,172,0,4,-1
Zwillingsval'kyr,,0.463713,0.649266,1622,757,1089,3,0,172,0,0,-1
Anub'arak,,0.532546,0.355289,1623,757,1085,4,0,173,0,0,-1
Lord Mark'gar,,0.391055,0.593338,1624,758,1101,0,0,186,0,0,-1
Lady Todeswisper,,0.391055,0.86998,1625,758,1100,1,0,186,0,0,-1
Kanonenschiffsschlacht von Eiskrone,,0.219927,0.550191,1626,758,1099,2,0,187,0,4,-1
Kanonenschiffsschlacht von Eiskrone,,0.6905,0.550191,1627,758,1099,2,0,187,0,8,-1
Todesbringer Saurfang,,0.515422,0.21606,1628,758,1096,3,0,188,0,0,-1
Fauldarm,,0.198978,0.654874,1629,758,1097,4,0,190,0,0,-1
Modermiene,,0.198978,0.418259,1630,758,1104,5,0,190,0,0,-1
Professor Seuchenmord,,0.131101,0.532982,1631,758,1102,6,0,190,0,0,-1
Rat der Blutprinzen,,0.52016,0.141491,1632,758,1095,7,0,190,0,0,-1
Blutkönigin Lana'thel,,0.511599,0.435467,1633,758,1103,8,0,191,0,0,-1
Valithria Traumwandler,,0.766814,0.736678,1634,758,1098,9,0,190,0,0,-1
Sindragosa,,0.366325,0.231898,1635,758,1105,10,0,189,0,0,-1
Der Lichkönig,,0.499296,0.528743,1636,758,1106,11,0,192,0,0,-1
Flammenleviathan,Dieser massive Panzer bewacht den Vorhof in Ulduar. Der Hüter Mimiron hat den Flammenleviathan als Teil seiner Waffenplattform V-07-TR-0N konstruiert.,0.493308,0.386712,1637,759,1132,0,17182,147,0,0,-1
"Ignis, Meister des Eisenwerks","Wie all die anderen titanengeschmiedeten Schöpfungen in Ulduar wurde auch Ignis dem verderbenden Willen des Alten Gottes Yogg-Saron unterworfen. Dieser imposante Feuerriese schürt die Esse der Kolossalen Schmiede und formt die eisernen Armeen, die Azeroth in Yogg-Sarons Namen erobern werden.",0.383365,0.266253,1638,759,1136,1,17236,147,0,0,-1
Klingenschuppe,"Veranus, die Brutmutter der Protodrachen des Sturmgipfels, diente dem Hüter Thorim, bis sie von Loken in Ketten gelegt, gebrochen und zu einer brutalen Waffe gemacht wurde. Auf Befehl seines Meisters hin brachte Ignis, Meister des Eisenwerks, Eisenplatten auf dem Rücken von Klingenschuppe an, um ihre tödlichen Angriffe noch zu verstärken.",0.545846,0.264819,1639,759,1139,2,17251,147,0,0,-1
XT-002 Dekonstruktor,"Mimiron konzipierte seine Uhrwerkschöpfung mit einem rudimentären Intellekt - genug, um seiner Aufgabe als Patrouille des Schrottplatzes von Ulduar nachzukommen. XT-002 betrachtete sich selbst mit der Zeit als Sohn des Hüters und bekommt oft Wutanfälle wie ein trotziges Kind.",0.488611,0.141492,1640,759,1142,3,17281,147,0,0,-1
Die Versammlung des Eisens,"Die eisernen Legionen von Loken werden von drei gefürchteten Generälen kommandiert, von denen jeder ein anderes titanengeschmiedetes Volk repräsentiert. Sturmrufer Brundir, Runenmeister Molgeim und der gigantische Stahlbrecher kämpfen im Namen von Lokens wahrem Meister, dem finsteren Yogg-Saron.",0.156955,0.564406,1641,759,1140,4,17306,148,0,0,-1
Kologarn,"Loken wies Ignis den Meister des Eisenwerks an, diesen überragenden Koloss zu formen, um ihn als Wache des Zerschmetterten Gangs einzusetzen. Mit seinen gewaltigen Armen zermahlt Kologarn jeden Eindringling zu Staub, der versucht, in das Innere Sanktum vorzudringen.",0.37206,0.133581,1642,759,1137,5,17330,148,0,0,-1
Auriaya,Ulduars Archivarin patrouilliert den Beobachtungsring in Begleitung ihrer grimmigen Großkatzen. Jahre der Einsamkeit lasten schwer auf Auriaya und die wachsende Macht des Alten Gottes scheint ihr die letzten Überreste des Verstands geraubt zu haben.,0.512595,0.571575,1643,759,1131,6,17346,149,0,0,-1
Hodir,Der Riese Hodir thronte einst im Tempel des Winters und stand den Frostriesen der Sturmgipfel mit Rat und Tat zur Seite. Jetzt haust der Hüter in einer eisigen Höhle in den Hallen des Winters als Sklave Yogg-Sarons.,0.67038,0.638974,1644,759,1135,7,17441,149,0,0,-1
Thorim,"Viele Jahre glaubte Thorim, dass die Eisriesen seine geliebte Frau Sif ermordet hätten. Thorim wandte sich im Zorn gegen seine Verbündeten und erlag der Verzweiflung. Als er erfuhr, dass sein Bruder Loken für dieses Verbrechen verantwortlich war, nahm Loken Thorim gefangen und brachte ihn nach Ulduar, wo der Alte Gott den Geist des Hüters benebelte.",0.722005,0.485533,1645,759,1141,8,17520,149,0,0,-1
Freya,"Die Hüterin Freya diente als Beschützerin allen Lebens, gemeinsam mit drei besonnenen Ältesten. Obwohl ihr Konservatorium weiterhin wächst und gedeiht, ist auch sie den wahnsinnig machenden Einflüsterungen des Alten Gottes erlegen.",0.533669,0.228841,1646,759,1133,9,17375,149,0,0,-1
Mimiron,"Der brillante Erfinder Mimiron hat im Laufe der Geschichte Azeroths zahllose Mechanismen erbaut, die Staunen und Bewunderung hervorgerufen haben. Doch seitdem er Lokens Einfluss anheimgefallen ist, hat dieser Hüter von Ulduar nichts als Maschinen des Krieges und der Zerstörung erschaffen.",0.436196,0.412397,1647,759,1138,10,17579,151,0,0,-1
General Vezax,"Seltsamen Kreaturen, die als die Gesichtslosen bekannt sind, lauern in den Tiefen Ulduars. General Vezax, einer ihrer mächtigsten Kommandanten, bewacht die Passage, die zum Gefängnis von Yogg-Saron führt.",0.567128,0.602997,1648,759,1134,11,17637,150,0,0,-1
Yogg-Saron,"Der strahlende Traum. Das Monster in Euren Alpträumen. Der Verderber mit den tausend Gesichtern.

Alle müssen sich dem Willen des Meisters beugen. Eure lächerlichen Streitereien machen ihn nur mächtiger.",0.683763,0.399364,1649,759,1143,12,17653,150,0,0,-1
Algalon der Beobachter,"Durch Lokens Tod wurde eine Warnnachricht an das Pantheon der Titanen gesendet, dass Azeroth seine Haupteinheit verloren hat. Algalon der Beobachter wurde aktiviert, um die Verderbnis des System zu evaluieren. Falls nötig, wird die Konstellareinheit die Neuerschaffung der gesamten Welt auslösen, bei der alle derzeitigen Bewohner ausgelöscht werden.",0.792833,0.458222,1650,759,1130,13,0,148,54460,2,0
Onyxia,,0.67237,0.309886,1651,760,1084,0,0,248,0,0,-1
Halion,,0.491354,0.535788,1652,761,1150,0,0,200,0,0,-1
Illysanna Rabenkrone,"Lord Rabenkrones Tochter, die kurz nach dem Krieg der Ahnen für Jahrtausende im Verlies der Wächterinnen eingekerkert wurde, fand sich in Freiheit wieder, nachdem Maiev die Dämonenjäger aus ihrem Gefängnis befreit hatte. Sie kehrte in die Heimat ihrer Vorfahren zurück und opferte alles, einschließlich ihrer Seele, um das zu verteidigen, was sie im Krieg der Ahnen nicht hatte schützen können.",0.610929,0.591209,1653,740,1833,1,12273,752,0,0,-1
Erzdruide Glaidalis,"Glaidalis war einstmals einer der talentiertesten Gestaltwandler von ganz Azeroth, und die Ältesten der Mondlichtung schickten häufig ihre vielversprechendsten Schüler, damit er sie unterrichten konnte. Wie es aber leider viel zu oft beobachtet werden konnte, fallen jene, die der Natur am nächsten sind, häufig als Erste dem Alptraum zum Opfer.",0.243246,0.610348,1654,762,1836,1,12293,733,0,0,-1
Eichenherz,"Eichenherz ist ein Urtum, das direkt von Shaladrassil abstammt und schon die Zerschlagung, den Kataklysmus und zahlreiche andere Krisen überstanden hat. Das Urtum konnte gegen diese Bedrohungen bestehen, weil es Stärke aus der Essenz des Traums selbst bezog. Jetzt aber ist eben jener Lebensquell der Grund für seinen Untergang.",0.436329,0.454728,1655,762,1837,2,12299,733,0,0,-1
Dresaron,"Der einstig junge grüne Drache namens Dresaron, der sich um die Welpen im Schatten des großen Weltenbaums kümmerte, ist jetzt vom Alptraum umschlungen und in einem Nebel aus Hass und Furcht gefangen. Mit seinen mächtigen Schwingen und seinem vernichtenden Atem greift er blind vor Wut alles an, was ihm vor seine riesigen Klauen kommt.",0.658232,0.461212,1656,762,1838,3,12307,733,0,0,-1
Schemen von Xavius,"Xavius war einst ein mächtiger Magier und Berater von Königin Azshara, bevor er einen Pakt mit Sargeras einging und die erste Invasion der Legion in Azeroth vorbereitete. Der nach der Niederlage verfluchte und gepeinigte Xavius lässt seine wahre Macht jetzt vom Alptraum aus in unsere Welt einwirken, indem er seine dunklen Kräfte dazu verwendet, den Geist seines alten Rivalen Malfurion zu brechen.",0.81241,0.856745,1657,762,1839,4,12313,733,0,0,-1
Rokmora,"Ularogg Klippenformers unvollendetes Meisterstück ist Rokmora, ein riesiger Kristallzorn, der geschaffen wurde, um alle zu vernichten, die sich gegen den Unterkönig stellen sollten. Die ungezügelte Magie, die zur Erschaffung dieses Ungetüms verwendet wurde, muss sich erst noch festsetzen und jedes Stück Rokmoras, ob fester Bestandteil oder nicht, mit Ularoggs bösartigem Willen durchdringen, seine Feinde zu zermalmen.",0.654786,0.470991,1662,767,1790,1,12341,731,0,0,-1
Helya,"Helya, die gefallene Königin der Val'kyr, war einst die rechte Hand von Odyn, die den Geistern der Vrykulchampions den Weg in die Hallen der Tapferkeit aufzeigte, wo sie sich auf den finalen Kampf um Azeroth vorbereiteten. Aber im Zuge von Lokens Verrat ließ sie sich überreden, sich ihm anzuschließen und sich gegen ihren Meister zu wenden. Jetzt schleicht sie durch ihr unterirdisches Schattenreich und sinnt auf Rache.",0.0943113,0.561641,1663,727,1824,3,12354,708,0,0,-1
Stachelfaust der Verhasste,"Stachelfaust der Verhasste, ein brutaler und imposanter Leutnant der Mo'arg, führte die Legionsinvasion der Rabenwehr an und befehligte mithilfe seiner Kolonie an Teufelsfledermäusen die Verteidigung der Festung aus der Luft.",0.771159,0.23254,1664,740,1834,2,12376,754,0,0,-1
Ularogg Klippenformer,"Ularogg Klippenformer ist ein uralter Drogbar, der sein Leben dem Streben nach Macht verschrieben hat. Durch Gewalt und Betrug stieg Ularogg zum Vertrauten und Berater des Unterkönigs auf. Er verabscheut Navarrogg dafür, ""Eindringlingen"" Zutritt zu seiner Heimstatt verschafft zu haben, und wird ihnen mit Freuden ein gewaltsames Ende bereiten.",0.453902,0.555892,1665,767,1791,2,12433,731,0,0,-1
Ursoc,"Ursoc ist einer der wilden Götter und Patron der Furbolgs. Der uralte große Bär steht der druidischen Schule der Gestaltwandlung nahe und ist schon seit einer Ewigkeit ein Beschützer von Azeroth. Aber während Ursoc in seinem Schrein in den Grizzlyhügeln schlummerte, fiel die Welt um ihn herum der Verderbnis anheim und er erwachte erst, als der Alptraum auch von ihm Besitz ergriff und damit begann, schmerzvoll an seiner Seele zu reißen.",0.478454,0.298479,1667,768,1841,4,12459,786,0,0,-1
Lord Kur'talos Rabenkrone,"Kur'talos Rabenkrone, Lord der Rabenwehr, war der Befehlshaber des Widerstands der Kaldorei im Krieg der Ahnen, bis er von Varo'then auf Befehl von Königin Azshara hin ermordet wurde. Jahrtausende später erweckte Gul'dans widerwärtige Seelenmagie Rabenkrones Seele und die seiner Vorfahren aus ihrer ewigen Ruhe. Die Legion dürstete nach Rache und zwang seine Seele mit Freuden zurück in seinen Körper. Dort bannte sie ihn und zwang ihn so, auf ewig die Schrecken des Kriegs der Ahnen zu durchleben.",0.374282,0.453164,1672,740,1835,3,12498,756,0,0,-1
Naraxas,"Naraxas, Mutter aller Monster, wird von den Drogbar seit dem Zeitalter Neltharions verehrt. Ständige Opfergaben werden dieser Kreatur dargebracht, damit sie die Generationen von Schrecken nähren kann, die die Drogbar gegen ihre Feinde einsetzen. Auf die eine oder andere Weise müsst Ihr einen Weg an dieser Bestie vorbei finden und einen Schlag gegen den Unterkönig führen, bevor dieses Grauen auf den Hochberg losgelassen werden kann.",0.313931,0.403971,1673,767,1792,3,12518,731,0,0,-1
Gedankenschinder Kaahrj,"Diese gespenstische Kreatur wurde in den Tiefen von Ulduar gefangen, als sie nach der Niederlage von Yogg-Saron in einen katatonischen Zustand verfiel. Seit aber Dalaran über den Verheerten Inseln angekommen ist, ist die Monstrosität wieder erwacht und wird jetzt nur noch von den mächtigen Zauberschutzen der Violetten Festung unter Kontrolle gehalten.",0.740635,0.460375,1686,777,1846,2,12575,732,0,0,-1
Dargrul der Unterkönig,"Dargrul ist der mächtigste Unterkönig seit dem Zeitalter Neltharions. Da er fest davon überzeugt war, das alleinige Recht zu haben, über die Macht von Khaz'goroth zu verfügen, ermordete Dargrul den Oberhäuptling Ulan und nahm den Hochbergtauren das Artefakt ab. Jetzt benutzt er die Macht des Hammers, um die Region zu verwüsten und alle zu vernichten, die sich gegen ihn stellen.",0.170851,0.700688,1687,767,1793,4,12584,731,0,0,-1
Millificent Manasturm,"Millificent Manasturm ist ein unübertroffenes Ingenieurskunstgenie und scheint das genaue Gegenteil ihres Mannes Millhaus zu sein. Sie ist schlau, erfinderisch und definitiv ein Gnom, mit dem man rechnen muss.",0.40634,0.415706,1688,777,1847,2,12607,732,0,0,-1
Faulmiene,"Als die Eiskronenzitadelle fiel, wurden viele Experimente von Professor Seuchenmord beschlagnahmt. Faulmiene scheint ein gescheiterter Prototyp und Vorgänger zweier berüchtigter Konstrukte des Professors zu sein: Modermiene und Fauldarm.",0.341499,0.277377,1693,777,1848,1,12640,732,0,0,-1
Zitterschlund,"Dieser furchterregende Frostwyrm, der direkt von Sindragosa abstammen soll, wurde in den Frostschwingenhallen der Eiskronenzitadelle gefangen, wo die Truppen des Lichkönigs darum bemüht waren, weitere solcher geflügelten Monstrositäten zu erschaffen.",0.675793,0.685879,1694,777,1845,1,12659,732,0,0,-1
Inquisitor Foltyrium,"Von allen grausigen Kreaturen, die der Legion dienen, sind die vermummten Inquisitoren vielleicht die rätselhaftesten und bedrohlichsten Gestalten. Foltyrium ist nach dem ersten Angriff auf das Verlies aufgetaucht. Während er die Hallen des Verlieses durchkreuzt und seine Blicke auf der Suche nach bedeutenden Geheimnissen die Schatten durchdringen, halten sich selbst die anderen Dämonen von ihm fern.",0.472623,0.493516,1695,707,1850,2,12668,711,0,0,-1
Anub'esset,"Anub'esset, einer der wenigen noch verbliebenen uralten nerubischen Gruftlords, wurde während der Invasion der Eiskronenzitadelle von den Kirin Tor gefangen genommen und in der Violetten Festung eingekerkert. Seit er im Verlauf der Legionsinvasion auf freien Fuß kam, gelten seine Gedanken nur der Rache an den Lebenden.",0.668242,0.255977,1696,777,1852,2,12675,732,0,0,-1
Sael'orn,"Die Herkunft dieser arachniden Dämonen ist nicht vollständig geklärt. Einige Gelehrte, die sich mit der Legion beschäftigt haben, glauben, dass sie die Nachfolger eines längst vergessenen Volkes einer Welt seien, die vor sehr langer Zeit von den Armeen Sargeras' erobert wurde. Sael'orn, eine besonders furchterregende Vertreterin dieses Volkes, wurde mit der Infiltration von Dalaran beauftragt.",0.450096,0.181537,1697,777,1851,3,12696,732,0,0,-1
Blutprinzessin Thal'ena,"Blutprinzessin Thal'ena ist die Tochter der mächtigen Königin der San'layn, Lanathel. Sie ist seit dem Nordendfeldzug in der Violetten Festung einkerkert gewesen und hat dort an den nagenden Schmerzen ihres ewigen Hungers gelitten. Jetzt, da ihre Zellentür sich geöffnet hat, hat sie die Absicht, sich an der Welt zu laben.",0.309798,0.564842,1702,777,1855,1,12720,732,0,0,-1
Nythendra,"Nythendra gehörte einst dem grünen Drachenschwarm an, dessen Aufgabe es war, den Weltenbaum Shaladrassil zu bewachen. Als Xavius' Verderbnis des Alptraums Shaladrassil verschlang, fiel die schlafende Wächterin ihr ebenfalls zum Opfer. Nythendra ist jetzt kaum mehr als eine Skelettversion ihrer selbst – von Pestilenz durchsetzt und bereit, alles und jeden zu verschlingen, der töricht genug ist, ihren Hort zu betreten.",0.553232,0.501901,1703,768,1853,1,12735,777,0,0,-1
Drachen des Alptraums,"Ysera war damit beauftragt worden, den Smaragdgrünen Traum zu beschützen, und so standen die mächtigsten ihrer grünen Drachen an den vier Portalen, die direkt nach Azeroth führten, Wache. Aber schon vor dem Kataklysmus zeigten diese Drachen erste Anzeichen der Verderbnis. Jetzt führt der Pfad zum Kern des Alptraums direkt durch die Höhle der Drachen.",0.369455,0.479087,1704,768,1854,5,12764,781,0,0,-1
Skorpyron,"In den Tiefen des Fundaments der Nachtfestung, unterhalb des Meeresspiegels, befinden sich längst vergessene Gewölbe, die Zugriff auf den Nachtbrunnen selbst bieten. In einem dieser Gewölbe hat sich dieser riesige, gepanzerte Skorpid eingenistet. Der von der Energie des Nachtbrunnens gestärkte und von seiner wimmelnden Brut geschützte Skorpyron stellt ein ernsthaftes Hindernis auf dem sonst so vielversprechenden Weg durch die Hintertür der Nachtfestung dar.",0.322635,0.609637,1706,786,1849,1,12817,764,0,0,-1
Teufelslord Betrugg,"Dieser skrupellose Legionskommandant steht bereit, um Dalaran von innen heraus zu erobern.",0.513992,0.175865,1711,777,1856,3,12870,732,0,0,-1
Krosus,"Dieser riesige Verdammnislord, einer der größten und mächtigsten Krieger in den Reihen der Legion, konnte an der Verheerten Küste durch die gemeinsame Anstrengung der größten Helden der Horde und der Allianz bezwungen werden. Nachdem er sich aber von seinen Verwundungen erholt hat, schickt sich Krosus jetzt an, aus der Bucht zwischen der Nachtfestung und dem Grabmal des Sargeras aufzutauchen und alle Gegner der Legion zu zerschmettern.",0.741578,0.920298,1713,786,1842,6,12905,766,0,0,-1
Patrouillenoffizier Gerdo,"Als Hauptmann der Dämmerwache hat Gerdo, sein Leben dem Frieden innerhalb der Mauern von Suramar gewidmet. Obwohl die Ankunft der Legion ihn unruhig macht, bleibt er doch den Anführern von Suramar treu ergeben. Elisande hat sie seit Generationen beschützt – sie weiß, was das Beste für die Einwohner Suramars ist. Heute Abend ist es Gerdos Pflicht, eine Versammlung von außerordentlicher Wichtigkeit im Anwesen frei von ungeladenen Bürgern zu halten.",0.316763,0.248563,1718,800,1868,1,12928,761,0,0,-1
Talixae Flammenkranz,"Talixae ist eine sadistische Zauberin der Eredar, die zwar die Bedeutung der Nachtgeborenen für die Pläne ihres Meisters versteht, es aber dennoch als unwürdige Aufgabe empfindet, ein Gebäude voller Elfen zu bewachen. Dennoch kommt sie mit ihren Leutnants ihrer Pflicht nach und wird jeden Eindringling, der es wagt, die Versammlung zu stören, mit letzter Entschlossenheit bekämpfen.",0.577239,0.575185,1719,800,1869,2,12933,761,0,0,-1
Berater Melandrus,"Melandrus ist die Erste Klinge der Großmagistrix und weicht Elisande kaum von der Seite. Er hat den magischen Künsten abgeschworen und stattdessen die Macht des Nachtbrunnens dazu genutzt, die Geschwindigkeit seiner Reflexe und Bewegungen auf ein unmenschliches Maß zu erhöhen.",0.64544,0.766229,1720,800,1870,3,12938,763,0,0,-1
